title,researcher,institution,start_date,project_url
ポスト抗体医薬としての癌細胞糖鎖標的レクチン創薬：rBC2レクチン-Drug融合体による膵がん治療の前臨床試験,小田　竜也,筑波大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
コンピュータビジョンと拡張現実ディスプレイを統合した手術支援システムの実用化,末永　英之,東京大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
グルコーストランスポーター1欠損症に対する遺伝子治療開発,小坂　仁,自治医科大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
生体組織病変のリアルタイム光バイオプシを可能とする、生体染色と共焦点レーザー顕微内視鏡を用いた迅速画像病理診断技術の開発,溝口　明,三重大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
バイオ3Dプリンタにより作製した三次元神経導管（Bio 3D Conduit）を用いた革新的末梢神経再生法の臨床開発,池口　良輔,京都大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
偽エクソン化抑制化合物による心ファブリー病の根治・予防を可能とする治療薬の創製,萩原　正敏,京都大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
人工コラーゲン様ポリペプチドを用いた黄斑円孔治療用デバイス開発,小嶋　健太郎,京都府立医科大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
独自に発見した全く新しいphenotypeのNK細胞を用いた養子免疫技術の開発,米満　吉和,九州大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
椎間板再生治療における組織修復材の開発,須藤　英毅,北海道大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
重症狭心症を対象とした革新的超音波血管新生療法の開発,下川　宏明,東北大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
IL-12発現型がん治療用ウイルスを用いた悪性黒色腫に対する革新的ウイルス免疫療法開発,奥山　隆平,信州大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
新規リガンドを用いたNKT細胞標的がん治療,副島　研造,慶應義塾大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
C型肝硬変等に対するCBP/β-カテニン阻害剤を用いた抗線維化治療薬の開発,木村　公則,東京都立駒込病院,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
インフリキシマブ治療抵抗性クローン病患者を対象としたアドレノメデュリン製剤による医師主導治験の実施,北村　和雄,宮崎大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
薬剤抵抗性の切除不能膵癌に対する核酸医薬STNM01の超音波内視鏡ガイド下投与の第I/IIa相臨床試験,矢作　直久,慶應義塾大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
DISCユニット,増村　秀三,第一三共RDノバーレ株式会社,2018-03-20 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00021.html
西アフリカにおけるブルーリ潰瘍とその他の皮膚NTDs対策のための統合的介入,鈴木幸一,帝京大学,2018-03-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00009.html
遠位型ミオパチーにおける承認申請に向けたアセノイラミン酸の長期投与試験,青木 正志,東北大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
肝細胞増殖因子（HGF）による筋萎縮性側索硬化症（ALS）の画期的治療法開発,青木 正志,東北大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
網膜色素変性に対する視細胞保護遺伝子治療の医師主導治験,池田 康博,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
重症肺高血圧症の予後と生活の質を改善するための安心安全のナノ医療製剤（希少疾病用医薬品）の実用化臨床試験,江頭 健輔,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
薬事申請をめざした治療法のない神経線維腫症1型の皮膚腫瘍に対する有効で安全な局所大量投与療法薬開発のための医師主導治験,金田 眞理,大阪大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
難治性潰瘍性大腸炎を対象としたアドレノメデュリン製剤による医師主導治験の実施,北村 和雄,宮崎大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
ミトコンドリア病に合併する高乳酸血症に対するピルビン酸ナトリウム治療法の開発研究ー試薬からの希少疾病治療薬開発の試みー,古賀 靖敏,久留米大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
ナチュラルキラーT細胞活性化による慢性炎症制御に基づく新たな心筋症治療の実用化,筒井 裕之,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
中性脂肪蓄積心筋血管症に対する中鎖脂肪酸を含有する医薬品の開発,平野 賢一,大阪大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
岡山大学方式人工網膜（OUReP）の製造品質管理とfirst-in-human医師主導治験,松尾 俊彦,岡山大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
分子病態に基づく筋萎縮性側索硬化症の遺伝子治療開発,村松 慎一,自治医科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
HAMの革新的治療となる抗CCR4抗体製剤のコンパッショネートユースによる長期投与試験,山野 嘉久,聖マリアンナ医科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
新規多発性硬化症治療薬OCHの第二相臨床治験,山村 隆,国立精神・神経医療研究センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
慢性活動性EBウイルス感染症を対象としたJAK1/2阻害剤ルキソリチニブの医師主導治験,新井 文子,東京医科歯科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
網膜色素変性に対するBranched chain amino acidsを用いた新規神経保護治療法開発,池田 華子,京都大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
iPS細胞創薬に基づいた新規筋萎縮性側索硬化症（ALS）治療薬であるロピニロール塩酸塩の実用化第1/2a相試験,岡野 栄之,慶應義塾大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
慢性肉芽腫症腸炎に対する小児用サリドマイド製剤の実用化に関する研究,河合 利尚,国立成育医療研究センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
タウリンによるA3243Gミトコンドリア糖尿病に対するdisease modifying therapy,砂田 芳秀,川崎医科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
進行性骨化性線維異形成症に対する新規治療薬の開発,戸口田 淳也,京都大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
慢性血栓塞栓性肺高血圧症の抗凝固療法に関するレジストリ構築研究,阿部 弘太郎,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
進行性核上性麻痺と関連タウオパチーの患者レジストリと試料レポジトリを活用した診療エビデンスの構築,池内 健,新潟大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
先天性血小板減少症の診断体制・レジストリ・生体試料収集体制の確立,石黒 精,国立成育医療研究センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
低悪性度てんかん原性腫瘍の分子遺伝学的診断ガイドラインに向けたエビデンス創出,岩崎 真樹,国立精神・神経医療研究センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
遺伝性難聴の診療ガイドライン改定に向けた診断・治療エビデンスの創出,宇佐美 真一,信州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
後縦靭帯骨化症患者レジストリの構築,大川 淳,東京医科歯科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
咽頭・喉頭・気管狭窄症診療ガイドライン作成を目指したエビデンス創出研究,大森 孝一,京都大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
インプリンティング異常症および関連疾患の臨床像および治療法に関する研究,鏡 雅代,国立成育医療研究センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
身体・知的・精神3障害を併存する難病モデルとしての22q11.2欠失症候群AYA世代の統合的支援に向けたエビデンス創出,笠井 清登,東京大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
球脊髄性筋萎縮症の適正治療に関するエビデンス構築のための臨床研究,勝野 雅央,名古屋大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
抗Neurofascin155抗体陽性慢性炎症性脱髄性多発神経炎の診断基準・治療ガイドライン作成のためのエビデンスの創出,吉良 潤一,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
心筋症における心筋病理細胞核評価による臨床病態層別化指標の開発,坂田 泰史,大阪大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
プリオン病の早期診断基準の作成を目指した新たなエビデンス創出とその検証に用いる遺伝性プリオン病未発症例の臨床調査と画像・生体材料の収集,佐藤 克也,長崎大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
SJS/TEN眼後遺症の予後改善に向けた戦略的研究,外園 千恵,京都府立医科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
ヒルシュスプルング病類縁疾患診療ガイドライン改定を目指したエビデンス創出研究,田口 智章,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
拡張相肥大型心筋症を対象とした多施設登録観察研究,筒井 裕之,九州大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
多発性硬化症における治療選択バイオマーカーの確立,中辻 裕司,富山大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
ベッカー型筋ジストロフィーの自然歴調査に基づく予防医学に向けたエビデンスの創出研究,中村 昭則,国立病院機構まつもと医療センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
難治性副腎疾患の診療に直結するエビデンス創出,成瀬 光栄,国立病院機構京都医療センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
脂肪酸ベータ酸化異常を反映する代謝産物測定によるPD鑑別診断システム構築,服部 信孝,順天堂大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
難治性血管炎診療のCQ解決のための多層的研究,針谷 正祥,東京女子医科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
特発性基底核石灰化症の診療、病態解明、創薬のためのエビデンス創出研究,保住 功,岐阜薬科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
高ずり応力を伴う循環器難病に随伴する出血性合併症予知法の開発,堀内 久徳,東北大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
先天性および若年性の視覚聴覚二重障害の原因となる難病の診療向上に向けた、疾患横断的な全国多施設レジストリ研究,松永 達雄,国立病院機構東京医療センター,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
ネフローゼ症候群の新規診断法の確立,丸山 彰一,名古屋大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
多系統萎縮症の自然歴と新規バイオマーカー開発に関する研究,矢部 一郎,北海道大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
HAM・HTLV-1陽性難治性疾患の診療ガイドラインに資する統合的レジストリの構築によるエビデンスの創出,山野 嘉久,聖マリアンナ医科大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
早老症ウェルナー症候群の症例登録システムの構築・運営に基づくデータ集積とエビデンスの創生,横手 幸太郎,千葉大学,2018-03-19 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00193.html
